10_jmca,com.soops.CEN4010.JMCA.JParser.JavaCharStream,1008
10_jmca,com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,1040
11_jdbacl,org.databene.jdbacl.DBUtil,1006
11_jdbacl,org.databene.jdbacl.SQLUtil,1004
12_javathena,org.javathena.login.Login,1008
13_javaviewcontrol,com.pmdesigns.jvc.tools.JVCParser,1019
13_javaviewcontrol,com.pmdesigns.jvc.tools.JVCParserTokenManager,1029
14_jsecurity,org.jsecurity.web.DefaultWebSecurityManager,1004
15_byuic,org.mozilla.javascript.Parser,1037
16_freemind,accessories.plugins.time.JDayChooser,1033
17_saxpath,com.werken.saxpath.XPathLexer,1040
18_jiprof,org.objectweb.asm.jip.MethodWriter,1029
19_shop,umd.cs.shop.JSJshop,1038
19_shop,umd.cs.shop.JSPredicateForm,1042
19_shop,umd.cs.shop.JSState,1002
19_shop,umd.cs.shop.JSTerm,1038
1_bcel,org.apache.bcel.classfile.Utility,1040
1_bcel,org.apache.bcel.generic.ConstantPoolGen,1036
1_bcel,org.apache.bcel.util.Class2HTML,1029
1_bcel,org.apache.bcel.verifier.structurals.InstConstraintVisitor,1044
20_a4j,net.kencochrane.a4j.DAO.Product,1001
20_a4j,net.kencochrane.a4j.file.FileUtil,1003
21_wheelwebtool,wheel.asm.ClassReader,1040
21_wheelwebtool,wheel.asm.ClassWriter,1001
21_wheelwebtool,wheel.asm.FieldWriter,1034
21_wheelwebtool,wheel.asm.Frame,1010
21_wheelwebtool,wheel.components.Component,1011
21_wheelwebtool,wheel.json.JSONObject,1033
21_wheelwebtool,wheel.util.DynamicSelectModel,1047
22_firebird,org.firebirdsql.encodings.EncodingFactory,1001
22_firebird,org.firebirdsql.jdbc.FBCachedFetcher,1046
22_firebird,org.firebirdsql.jdbc.FBProcedureCall,1007
23_fastjson,com.alibaba.fastjson.JSONArray,1027
23_fastjson,com.alibaba.fastjson.parser.DefaultJSONParser,1020
23_fastjson,com.alibaba.fastjson.parser.JSONLexerBase,1023
23_fastjson,com.alibaba.fastjson.parser.JSONReaderScanner,1009
23_fastjson,com.alibaba.fastjson.serializer.DateCodec,1040
23_fastjson,com.alibaba.fastjson.serializer.StringCodec,1041
23_fastjson,com.alibaba.fastjson.util.ASMUtils,1004
23_fastjson,com.alibaba.fastjson.util.IOUtils,1016
23_fastjson,com.alibaba.fastjson.util.JavaBeanInfo,1004
23_fastjson,com.alibaba.fastjson.util.TypeUtils,1021
24_webmagic,us.codecraft.webmagic.Site,1003
24_webmagic,us.codecraft.webmagic.Spider,1024
24_webmagic,us.codecraft.webmagic.model.PageModelExtractor,1001
24_webmagic,us.codecraft.webmagic.utils.DoubleKeyMap,1009
25_okio,okio.Buffer,1013
25_okio,okio.ByteString,1005
25_okio,okio.Okio,1037
25_okio,okio.RealBufferedSink,1047
25_okio,okio.RealBufferedSource,1006
25_okio,okio.Segment,1013
25_okio,okio.SegmentedByteString,1010
25_okio,okio.Timeout,1047
25_okio,okio.Utf8,1001
26_fixsuite,org.fixsuite.message.Library,1048
27_math,org.apache.commons.math3.ode.AbstractIntegrator,1041
27_math,org.apache.commons.math3.ode.MultistepIntegrator,1019
27_math,org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,1014
27_math,org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator,1034
29_image,org.apache.commons.imaging.common.itu_t4.T4AndT6Compression,1027
29_image,org.apache.commons.imaging.common.mylzw.MyLzwCompressor,1026
29_image,org.apache.commons.imaging.common.mylzw.MyLzwDecompressor,1034
2_jxpath,org.apache.commons.jxpath.ri.compiler.Path,1000
2_jxpath,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,1047
2_jxpath,org.apache.commons.jxpath.util.MethodLookupUtils,1016
3_gson,com.google.gson.internal.LinkedHashTreeMap,1004
3_gson,com.google.gson.internal.LinkedTreeMap,1041
3_gson,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,1048
3_gson,com.google.gson.stream.JsonReader,1011
4_freehep,org.freehep.math.minuit.MnAlgebraicSymMatrix,1033
4_freehep,org.freehep.math.minuit.MnFunctionCross,1007
4_freehep,org.freehep.math.minuit.MnHesse,1009
4_freehep,org.freehep.math.minuit.MnLineSearch,1002
4_freehep,org.freehep.math.minuit.MnMinos,1026
4_freehep,org.freehep.math.minuit.SimplexBuilder,1004
5_la4j,org.la4j.decomposition.EigenDecompositor,1024
5_la4j,org.la4j.decomposition.SingularValueDecompositor,1002
5_la4j,org.la4j.linear.ForwardBackSubstitutionSolver,1022
5_la4j,org.la4j.linear.GaussianSolver,1023
5_la4j,org.la4j.matrix.dense.Basic1DMatrix,1005
5_la4j,org.la4j.matrix.sparse.CRSMatrix,1011
5_la4j,org.la4j.vector.sparse.CompressedVector,1032
6_re2j,com.google.re2j.Compiler,1041
6_re2j,com.google.re2j.Parser,1013
6_re2j,com.google.re2j.RE2,1003
6_re2j,com.google.re2j.Regexp,1011
6_re2j,com.google.re2j.Simplify,1036
6_re2j,com.google.re2j.Unicode,1032
6_re2j,com.google.re2j.Utils,1000
7_okhttp,okhttp3.CacheControl,1036
7_okhttp,okhttp3.HttpUrl,1042
7_okhttp,okhttp3.internal.http.HttpHeaders,1018
7_okhttp,okhttp3.internal.tls.DistinguishedNameParser,1023
7_okhttp,okhttp3.internal.tls.OkHostnameVerifier,1017
8_image,org.apache.commons.imaging.common.RationalNumber,1005
8_image,org.apache.commons.imaging.formats.bmp.BmpImageParser,1014
8_image,org.apache.commons.imaging.formats.tiff.TiffField,1034
8_image,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,1003
9_weka,weka.classifiers.CheckClassifier,1001
9_weka,weka.classifiers.Evaluation,1003
9_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,1003
9_weka,weka.classifiers.functions.supportVector.RegSMO,1004
9_weka,weka.classifiers.rules.JRip,1010
9_weka,weka.core.FindWithCapabilities,1033
9_weka,weka.core.Optimization,1008
9_weka,weka.core.stemmers.LovinsStemmer,1023
9_weka,weka.filters.unsupervised.attribute.Discretize,1002
9_weka,weka.gui.beans.Filter,1029
